Gép;Pozíció;Cikkszám;Model;Msd;Msd szint;Idõ
2;208;CLA_032022153;Tosca F08;Nem;Nincs;-
2;209;CLA_032022122;Tosca F08;Nem;Nincs;-
2;210;CLA_116000005;Tosca F08;Nem;Nincs;-
2;211;CLA_032022109;Tosca F08;Nem;Nincs;-
2;212;EPM007890;Tosca F08;Nem;Nincs;-
2;213;CLA_051382400;Tosca F08;Nem;Nincs;-
2;215;CLA_043471591;Tosca F08;Nem;Nincs;-
2;216;CLA_043471580;Tosca F08;Nem;Nincs;-
2;217;CLA_125901594;Tosca F08;Nem;Nincs;-
2;218;CLA_125204691;Tosca F08;Nem;Nincs;-
2;219;CLA_116102115;Tosca F08;Nem;Nincs;-
2;220;CLA_043572690;Tosca F08;Nem;Nincs;-
2;221;CLA_043670890;Tosca F08;Nem;Nincs;-
2;222;CLA_043270790;Tosca F08;Nem;Nincs;-
2;223;CLA_043570295;Tosca F08;Nem;Nincs;-
2;224;CLA_032021091;Tosca F08;Nem;Nincs;-
2;225;CLA_032021003;Tosca F08;Nem;Nincs;-
2;226;EPM007H90;Tosca F08;Nem;Nincs;-
2;227;CLA_010362592;Tosca F08;Nem;Nincs;-
2;229;CLA_001271000;Tosca F08;Nem;Nincs;-
2;231;CLA_043671390;Tosca F08;Nem;Nincs;-
2;235;EPM007F90;Tosca F08;Nem;Nincs;-
2;236;EDT000S90;Tosca F08;Nem;Nincs;-
2;237;EPR008B90;Tosca F08;Nem;Nincs;-
2;238;EPM007290;Tosca F08;Nem;Nincs;-
2;241;ERD001B90;Tosca F08;Nem;Nincs;-
3;101;CLA_051669800;Tosca F08;Igen;3;168 óra (7nap)
3;111;CLA_010363451;Tosca F08;Nem;Nincs;-
3;119;CLA_010363450;Tosca F08;Nem;Nincs;-
3;201;CLA_043631290;Tosca F08;Nem;Nincs;-
3;202;EPM007B90;Tosca F08;Nem;Nincs;-
3;203;CLA_032025350;Tosca F08;Nem;Nincs;-
3;205;CLA_125808400;Tosca F08;Nem;Nincs;-
3;207;CLA_119153115;Tosca F08;Nem;Nincs;-
3;208;CLA_119000005;Tosca F08;Nem;Nincs;-
3;209;CLA_051944600;Tosca F08;Nem;Nincs;-
3;211;CLA_051381590;Tosca F08;Nem;Nincs;-
3;213;CLA_043471786;Tosca F08;Nem;Nincs;-
3;214;CLA_043471696;Tosca F08;Nem;Nincs;-
3;215;CLA_043471694;Tosca F08;Nem;Nincs;-
3;216;CLA_043471692;Tosca F08;Nem;Nincs;-
3;217;CLA_043470790;Tosca F08;Nem;Nincs;-
3;218;CLA_043370892;Tosca F08;Nem;Nincs;-
3;219;CLA_043420593;Tosca F08;Nem;Nincs;-
3;221;CLA_043370490;Tosca F08;Nem;Nincs;-
3;222;CLA_043340990;Tosca F08;Nem;Nincs;-
3;223;CLA_043250490;Tosca F08;Nem;Nincs;-
3;224;CLA_043450592;Tosca F08;Nem;Nincs;-
3;227;CLA_042405991;Tosca F08;Nem;Nincs;-
3;229;CLA_033332115;Tosca F08;Nem;Nincs;-
3;231;CLA_033103115;Tosca F08;Nem;Nincs;-
3;232;EPR008G90;Tosca F08;Nem;Nincs;-
3;233;CLA_051544308;Tosca F08;Nem;Nincs;-
3;235;CLA_032025351;Tosca F08;Nem;Nincs;-
3;237;CLA_010228564;Tosca F08;Nem;Nincs;-
3;239;CLA_001493900;Tosca F08;Nem;Nincs;-
3;240;CLA_001433025;Tosca F08;Nem;Nincs;-
3;241;CLA_001051770;Tosca F08;Nem;Nincs;-
3;243;CLA_043370491;Tosca F08;Nem;Nincs;-
3;245;CLA_032021352;Tosca F08;Nem;Nincs;-
3;247;EPM007C90;Tosca F08;Nem;Nincs;-
3;248;EPM007690;Tosca F08;Nem;Nincs;-
3;249;CLA_051552200;Tosca F08;Nem;Nincs;-
3;250;EDD001A90;Tosca F08;Nem;Nincs;-
3;251;EPR008C90;Tosca F08;Nem;Nincs;-
3;253;EPM007390;Tosca F08;Nem;Nincs;-
4;113;CLA_042510290;Tosca F08;Nem;Nincs;-
4;117;CLA_001434050;Tosca F08;Nem;Nincs;-
4;203;CLA_051209800;Tosca F08;Igen;3;168 óra (7nap)
4;207;CLA_051382401;Tosca F08;Nem;Nincs;-
4;211;CLA_042408090;Tosca F08;Nem;Nincs;-
4;215;CLA_010381250;Tosca F08;Nem;Nincs;-
4;225;CLA_074308724;Tosca F08;Nem;Nincs;-
4;231;CLA_074419900;Tosca F08;Nem;Nincs;-
4;501;CLA_074418502;Tosca F08;Nem;Nincs;-
4;502;CLA_074418500;Tosca F08;Nem;Nincs;-
4;503;CLA_051860400;Tosca F08;Igen;3;168 óra (7nap)
1;105;CLA_001270601;Tosca F06;Nem;Nincs;-
1;106;CLA_043851000;Tosca F06;Nem;Nincs;-
1;107;CLA_010349851;Tosca F06;Nem;Nincs;-
1;108;CLA_043670791;Tosca F06;Nem;Nincs;-
1;109;CLA_032028150;Tosca F06;Nem;Nincs;-
1;110;CLA_043670793;Tosca F06;Nem;Nincs;-
1;111;CLA_043671590;Tosca F06;Nem;Nincs;-
1;112;CLA_043671591;Tosca F06;Nem;Nincs;-
1;113;CLA_043770090;Tosca F06;Nem;Nincs;-
1;114;CLA_043670792;Tosca F06;Nem;Nincs;-
1;115;CLA_043850900;Tosca F06;Nem;Nincs;-
1;116;CLA_117100115;Tosca F06;Nem;Nincs;-
1;117;CLA_117102115;Tosca F06;Nem;Nincs;-
1;119;CLA_033102115;Tosca F06;Nem;Nincs;-
1;121;CLA_033333115;Tosca F06;Nem;Nincs;-
1;122;EPR008E90;Tosca F06;Nem;Nincs;-
1;123;CLA_033560115;Tosca F06;Nem;Nincs;-
1;124;CLA_043473101;Tosca F06;Nem;Nincs;-
1;125;CLA_043850800;Tosca F06;Nem;Nincs;-
1;129;EPR008F90;Tosca F06;Nem;Nincs;-
1;130;CLA_125205500;Tosca F06;Nem;Nincs;-
1;202;EPM007790;Tosca F06;Nem;Nincs;-
1;203;CLA_051697700;Tosca F06;Igen;2;1 év
1;205;CLA_033563115;Tosca F06;Nem;Nincs;-
1;206;CLA_033330115;Tosca F06;Nem;Nincs;-
1;207;CLA_033222115;Tosca F06;Nem;Nincs;-
1;208;CLA_033101115;Tosca F06;Nem;Nincs;-
1;209;CLA_033000005;Tosca F06;Nem;Nincs;-
1;210;CLA_032022106;Tosca F06;Nem;Nincs;-
1;211;CLA_043370491;Tosca F06;Nem;Nincs;-
1;212;CLA_043370891;Tosca F06;Nem;Nincs;-
1;213;CLA_032022174;Tosca F06;Nem;Nincs;-
1;214;EPR008J90;Tosca F06;Nem;Nincs;-
1;215;CLA_125705190;Tosca F06;Nem;Nincs;-
1;216;EPR008H90;Tosca F06;Nem;Nincs;-
1;217;CLA_051310500;Tosca F06;Nem;Nincs;-
1;219;CLA_043471695;Tosca F06;Nem;Nincs;-
1;220;CLA_043471691;Tosca F06;Nem;Nincs;-
1;221;CLA_043471690;Tosca F06;Nem;Nincs;-
1;222;CLA_116100115;Tosca F06;Nem;Nincs;-
1;223;CLA_125901592;Tosca F06;Nem;Nincs;-
1;224;EPR008D90;Tosca F06;Nem;Nincs;-
1;225;CLA_043571693;Tosca F06;Nem;Nincs;-
1;226;CLA_043530690;Tosca F06;Nem;Nincs;-
1;227;CLA_032021072;Tosca F06;Nem;Nincs;-
1;228;CLA_043471490;Tosca F06;Nem;Nincs;-
1;229;CLA_010315751;Tosca F06;Nem;Nincs;-
1;233;EPM007G90;Tosca F06;Nem;Nincs;-
1;234;EPM007D90;Tosca F06;Nem;Nincs;-
1;236;CLA_032072242A;Tosca F06;Nem;Nincs;-
1;238;EPM007590;Tosca F06;Nem;Nincs;-
1;239;ERD001A90;Tosca F06;Nem;Nincs;-
2;105;CLA_051381591;Tosca F06;Nem;Nincs;-
2;107;CLA_043370890;Tosca F06;Nem;Nincs;-
2;108;CLA_043370893;Tosca F06;Nem;Nincs;-
2;109;CLA_043471693;Tosca F06;Nem;Nincs;-
2;111;CLA_117109115;Tosca F06;Nem;Nincs;-
2;113;CLA_043770490;Tosca F06;Nem;Nincs;-
2;114;CLA_043651090;Tosca F06;Nem;Nincs;-
2;115;CLA_043630791;Tosca F06;Nem;Nincs;-
2;116;CLA_043270491;Tosca F06;Nem;Nincs;-
2;117;CLA_043270391;Tosca F06;Nem;Nincs;-
2;119;CLA_032022108;Tosca F06;Nem;Nincs;-
2;121;CLA_043370790;Tosca F06;Nem;Nincs;-
2;122;CLA_043370392;Tosca F06;Nem;Nincs;-
2;123;CLA_032021064;Tosca F06;Nem;Nincs;-
2;125;CLA_032016391;Tosca F06;Nem;Nincs;-
2;127;CLA_010380350;Tosca F06;Nem;Nincs;-
2;129;CLA_043770190;Tosca F06;Nem;Nincs;-
2;130;EPR008L90;Tosca F06;Nem;Nincs;-
2;131;EDD001B90;Tosca F06;Nem;Nincs;-
2;132;EPM007A90;Tosca F06;Nem;Nincs;-
2;133;EPM007990;Tosca F06;Nem;Nincs;-
2;201;CLA_010316352;Tosca F06;Nem;Nincs;-
2;205;CLA_033684115;Tosca F06;Nem;Nincs;-
2;206;CLA_032026064;Tosca F06;Nem;Nincs;-
2;207;CLA_033471115;Tosca F06;Nem;Nincs;-
2;208;CLA_032022153;Tosca F06;Nem;Nincs;-
2;209;CLA_032022122;Tosca F06;Nem;Nincs;-
2;210;CLA_116000005;Tosca F06;Nem;Nincs;-
2;211;CLA_032022109;Tosca F06;Nem;Nincs;-
2;212;EPM007890;Tosca F06;Nem;Nincs;-
2;213;CLA_051382400;Tosca F06;Nem;Nincs;-
2;215;CLA_043471591;Tosca F06;Nem;Nincs;-
2;216;CLA_043471580;Tosca F06;Nem;Nincs;-
2;217;CLA_125901594;Tosca F06;Nem;Nincs;-
2;218;CLA_125204691;Tosca F06;Nem;Nincs;-
2;219;CLA_116102115;Tosca F06;Nem;Nincs;-
2;220;CLA_043572690;Tosca F06;Nem;Nincs;-
2;221;CLA_043670890;Tosca F06;Nem;Nincs;-
2;222;CLA_043270790;Tosca F06;Nem;Nincs;-
2;223;CLA_043570295;Tosca F06;Nem;Nincs;-
2;224;CLA_032021091;Tosca F06;Nem;Nincs;-
2;225;CLA_032021003;Tosca F06;Nem;Nincs;-
2;226;EPM007H90;Tosca F06;Nem;Nincs;-
2;227;CLA_010362592;Tosca F06;Nem;Nincs;-
2;229;CLA_001271000;Tosca F06;Nem;Nincs;-
2;231;CLA_043671390;Tosca F06;Nem;Nincs;-
2;235;EPM007F90;Tosca F06;Nem;Nincs;-
2;236;EDT000S90;Tosca F06;Nem;Nincs;-
2;237;EPR008B90;Tosca F06;Nem;Nincs;-
2;238;EPM007290;Tosca F06;Nem;Nincs;-
2;241;ERD001B90;Tosca F06;Nem;Nincs;-
3;101;CLA_051669800;Tosca F06;Igen;3;168 óra (7nap)
3;111;CLA_010363451;Tosca F06;Nem;Nincs;-
3;115;CLA_051209800;Tosca F06;Igen;3;168 óra (7nap)
3;119;CLA_010363450;Tosca F06;Nem;Nincs;-
3;201;CLA_043631290;Tosca F06;Nem;Nincs;-
3;202;EPM007B90;Tosca F06;Nem;Nincs;-
3;203;CLA_032025350;Tosca F06;Nem;Nincs;-
3;205;CLA_125808400;Tosca F06;Nem;Nincs;-
3;207;CLA_119153115;Tosca F06;Nem;Nincs;-
3;208;CLA_119000005;Tosca F06;Nem;Nincs;-
3;209;CLA_051944600;Tosca F06;Nem;Nincs;-
3;211;CLA_051381590;Tosca F06;Nem;Nincs;-
3;213;CLA_043471786;Tosca F06;Nem;Nincs;-
3;214;CLA_043471696;Tosca F06;Nem;Nincs;-
3;215;CLA_043471694;Tosca F06;Nem;Nincs;-
3;216;CLA_043471692;Tosca F06;Nem;Nincs;-
3;217;CLA_043470790;Tosca F06;Nem;Nincs;-
3;218;CLA_043370892;Tosca F06;Nem;Nincs;-
3;219;CLA_043420593;Tosca F06;Nem;Nincs;-
3;221;CLA_043370490;Tosca F06;Nem;Nincs;-
3;222;CLA_043340990;Tosca F06;Nem;Nincs;-
3;223;CLA_043250490;Tosca F06;Nem;Nincs;-
3;224;CLA_043450592;Tosca F06;Nem;Nincs;-
3;227;CLA_042405991;Tosca F06;Nem;Nincs;-
3;229;CLA_033332115;Tosca F06;Nem;Nincs;-
3;231;CLA_033103115;Tosca F06;Nem;Nincs;-
3;232;EPR008G90;Tosca F06;Nem;Nincs;-
3;233;CLA_051544308;Tosca F06;Nem;Nincs;-
3;235;CLA_032025351;Tosca F06;Nem;Nincs;-
3;237;CLA_010228564;Tosca F06;Nem;Nincs;-
3;239;CLA_001493900;Tosca F06;Nem;Nincs;-
3;240;CLA_001433025;Tosca F06;Nem;Nincs;-
3;241;CLA_001051770;Tosca F06;Nem;Nincs;-
3;245;CLA_032021352;Tosca F06;Nem;Nincs;-
3;247;EPM007C90;Tosca F06;Nem;Nincs;-
3;248;EPM007690;Tosca F06;Nem;Nincs;-
3;249;CLA_051552200;Tosca F06;Nem;Nincs;-
3;250;EDD001A90;Tosca F06;Nem;Nincs;-
3;251;EPR008C90;Tosca F06;Nem;Nincs;-
3;253;EPM007390;Tosca F06;Nem;Nincs;-
3;501;CLA_074418501;Tosca F06;Nem;Nincs;-
4;113;CLA_042510290;Tosca F06;Nem;Nincs;-
4;117;CLA_001434050;Tosca F06;Nem;Nincs;-
4;207;CLA_051382401;Tosca F06;Nem;Nincs;-
4;211;CLA_042408090;Tosca F06;Nem;Nincs;-
4;215;CLA_010381250;Tosca F06;Nem;Nincs;-
4;225;CLA_074308724;Tosca F06;Nem;Nincs;-
4;231;CLA_074419900;Tosca F06;Nem;Nincs;-
4;501;CLA_074418502;Tosca F06;Nem;Nincs;-
4;502;CLA_074418500;Tosca F06;Nem;Nincs;-
4;503;CLA_051860400;Tosca F06;Igen;3;168 óra (7nap)
1;101;CH_CPCAP01781A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;102;CH_CPCAP03547A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;103;CH_CPCAP03485A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;104;CH_CPCAP03487A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;105;CH_CPDIO00250A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;107;CH_CPRES01474A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;108;CH_CPRES00709A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;109;CH_CPRES00146A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;110;CH_CPRES00122A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;111;CH_CPRES00102A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;112;CH_CPRES00098A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;113;CH_CPRES00074A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;114;CH_CPRES00001A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;115;CH_CPPRO00034A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;116;CH_CPIND00603A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;117;CH_CPIND00341A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;119;CH_CPXTA00078A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;120;CH_CPTRT00652A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;121;CH_CPTRT00243A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;122;CH_CPDIO00274A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;123;CH_CPRES03152A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;124;CH_CPRES03139A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;125;CH_CPFLT00043A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;126;CH_CPDIO00098A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;127;CH_CPCAP02852A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;129;CH_CPICS01046A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;131;CH_CPRES00608A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;132;CH_CPRES01087A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;133;CH_CPRES00697A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;134;CH_CPRES00717A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;135;CH_CPRES04447A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;136;CH_CPRES04454A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;203;CH_CPCAP01821A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;206;CH_CPRES00773A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;207;CH_CPRES01410A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;208;CH_CPRES00768A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;209;CH_CPRES00038A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;210;CH_CPPRO00109A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;211;CH_CPIND00589A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;212;CH_CPCAP05313A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;213;CH_CPICS02547A;MClaren-Smart Antenna&Central Display;Igen;3;168 óra (7nap)
1;215;CH_CPCAP05309A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;216;CH_CPCAP05306A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;217;CH_CPCAP05300A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;218;CH_CPCAP03385A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;219;CH_CPCAP02844A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;221;CH_CPTRT00134A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;223;CH_CPCAP02851A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;225;CH_CPCAP02704A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;227;CH_CPCAP02204A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;228;CH_CPCAP03540A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;229;CH_CPCAP01822A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;231;CH_CPFER00523A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;232;CH_CPRES01084A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;233;CH_CPICS00981A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;234;CH_CPTRT00048A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;235;CH_CPRES01096A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;236;CH_CPRES00013A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;237;CH_CPDIO00259A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;239;CH_CPRES00727A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;240;CH_CPRES00730A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;241;CH_CPRES00764A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;242;CH_CPRES00801A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
1;243;CH_CPRES03845A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;101;CH_CPPRO00091A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;103;CH_CPRES00341A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;104;CH_CPRES00817A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;105;CH_CPRES00898A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;106;CH_CPRES00916A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;107;CH_CPRES00920A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;108;CH_CPRES00987A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;109;CH_CPTRT00025A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;110;CH_CPTRT00654A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;111;CH_CPIND00331A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;112;CH_CPIND00595A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;113;CH_CPRES00043A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;114;CH_CPRES00160A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;115;CH_CPRES00737A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;116;CH_CPRES00753A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;117;CH_CPRES00756A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;119;CH_CPRES00763A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;120;CH_CPRES00765A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;121;CH_CPRES00770A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;122;CH_CPRES00774A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;123;CH_CPRES01370A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;124;CH_CPRES01478A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;125;CH_CPCAP02201A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;126;CH_CPCAP01778A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;127;CH_CPCAP02706A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;128;CH_CPCAP02708A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;129;CH_CPCAP03429A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;130;CH_CPCAP03530A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;131;CH_CPDIO00347A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;132;CH_CPDIO00463A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;133;CH_CPDIO00490A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;134;CH_CPCAP01835A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;135;CH_CPFER00017A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;136;CH_CPFER00542A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;137;CH_CPFER00546A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;138;CH_CPCAP03515A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;139;CH_CPICS02648A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;140;CH_CPIND00282A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;141;CH_CPIND00335A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;142;CH_CPIND00336A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;143;CH_CPIND00337A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;144;CH_CPIND00345A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;145;CH_CPIND00488A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;146;CH_CPCAP02857A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;147;CH_CPCAP05310A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;148;CH_CPRES01118A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;149;CH_CPICS02094A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;151;CH_CPIND01074A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;153;CH_CPRES01129A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;154;CH_CPRES03528A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;155;CH_CPTRT00538A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;156;CH_CPDIO00286A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;157;CH_CPCAP03493A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;158;CH_CPRES01447A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;159;CH_CPRES04455A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;203;CH_CPICS02158A;MClaren-Smart Antenna&Central Display;Igen;3;168 óra (7nap)
2;207;CH_CPIND00353A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;209;CH_CPIND00490A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;210;CH_CPRES00171A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;211;CH_CPRES00511A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;212;CH_CPRES00904A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;213;CH_CPRES00915A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;214;CH_CPIND00489A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;215;CH_CPTRT00240A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;216;CH_CPDIO00262A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;217;CH_CPRES00126A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;218;CH_CPRES00705A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;219;CH_CPRES00777A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;220;CH_CPRES00788A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;221;CH_CPRES01439A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;222;CH_CPRES01522A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;223;CH_CPCON01906A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;225;CH_CPCAP01782A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;226;CH_CPCAP01792A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;227;CH_CPCAP01796A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;228;CH_CPCAP01890A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;229;CH_CPCAP02200A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;230;CH_CPICS00353A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;231;CH_CPCAP02848A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;233;CH_CPCAP02853A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;234;CH_CPCAP02854A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;235;CH_CPCAP03517A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;236;CH_CPCAP02860A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;237;CH_CPDIO00240A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;238;CH_CPDIO00076A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;239;CH_CPCAP03489A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;240;CH_CPCAP03481A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;241;CH_CPDIO00398A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;243;CH_CPDIO00441A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;245;CH_CPFER00040A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;247;CH_CPICS01709A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;249;CH_CPICS00420A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;251;CH_CPICS00565A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
2;253;CH_CPRES01120A;MClaren-Smart Antenna&Central Display;Nem;Nincs;-
