Cikkszám;Alkatrész info;€;Oldal;Model;Beültetés db
CLA_051209800;D???,FDA801-VYT,LQFP64(exp. pad up);2,3738;F1;CHSHWPCB00885F_A9;1
CH_CPPCB00637H;PCB_NIS8200_MB_B_HW06E;6,8032;F2;CHSHWPCB00885J_A9;
CH_CPCAP01796A;GCM21BR71C475KA73L;0,0329;F2;CHSHWPCB00885J_A9;6
CH_CPCAP01805A;GCM1885C2A221JA16;0,0256;F2;CHSHWPCB00885J_A9;1
CH_CPCAP02200A;GCJ31MR71H105KA12;0,1308;F2;CHSHWPCB00885J_A9;10
CH_CPCAP02704A;GCJ21BR71H224KA01L;0,1052;F2;CHSHWPCB00885J_A9;9
CH_CPCAP02706A;GCJ188R71H102KA01;0;F2;CHSHWPCB00885J_A9;1
CH_CPCAP02707A;GCJ188R72A103KA01;0,0107;F2;CHSHWPCB00885J_A9;1
CH_CPCAP02708A;GCJ219R71H334KA12;0,087;F2;CHSHWPCB00885J_A9;5
CH_CPCAP02844A;GCM155R71H104KE02;0,0067;F2;CHSHWPCB00885J_A9;47
CH_CPCAP02845A;GCM155C71A105KE38;0,021;F2;CHSHWPCB00885J_A9;40
CH_CPCAP02847A;GCM1555C1H102JA16;0;F2;CHSHWPCB00885J_A9;9
CH_CPCAP02848A;GCM21BR71A106KE22;0,0908;F2;CHSHWPCB00885J_A9;3
CH_CPCAP02851A;GCM21BR71H105KA03;0,0672;F2;CHSHWPCB00885J_A9;6
CH_CPCAP02853A;GCJ188R71H103KA01D;0,0653;F2;CHSHWPCB00885J_A9;1
CH_CPCAP02854A;GCJ188R71H224KA01;0,0369;F2;CHSHWPCB00885J_A9;1
CH_CPCAP02863A;GCJ31CR71H225KA12;0,1632;F2;CHSHWPCB00885J_A9;1
CH_CPCAP02874A;GCJ188R71H104KA12D;0,0808;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03487A;GCM155R71H222KA37D;0,009;F2;CHSHWPCB00885J_A9;9
CH_CPCAP03489A;GCM155R71H472KA37D;0,0122;F2;CHSHWPCB00885J_A9;2
CH_CPCAP03491A;GCM155R71H103KA55D;0,0041;F2;CHSHWPCB00885J_A9;44
CH_CPCAP03497A;GCM155R71E333KA55D;0,0506;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03502A;GCM155R71C104KA55D;0,002;F2;CHSHWPCB00885J_A9;3
CH_CPCAP03517A;GCM188R71H224KA64D;0,0489;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03527A;GCM188R71C334KA37D;0,0449;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03528A;GCM188R71C474KA55D;0,0489;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03530A;GCM188R71C105KA64D;0,0293;F2;CHSHWPCB00885J_A9;10
CH_CPCAP03547A;GCM21BR71E225KA73L;0,1917;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03551A;GCM21BR71A225KA37L;0,0946;F2;CHSHWPCB00885J_A9;3
CH_CPCAP03560A;GCM31CR71C106KA64L;0,0264;F2;CHSHWPCB00885J_A9;1
CH_CPCAP03582A;08055C472K4T2A;0,0685;F2;CHSHWPCB00885J_A9;4
CH_CPCAP05309A;GCM1555C1H100JA16D;0,0114;F2;CHSHWPCB00885J_A9;8
CH_CPCAP05313A;GCM1555C1H220JA16D;0,0147;F2;CHSHWPCB00885J_A9;5
CH_CPCAP05315A;GCM1555C1H330JA16D;0,022;F2;CHSHWPCB00885J_A9;2
CH_CPCAP05319A;GCM1555C1H680JA16D;0,0253;F2;CHSHWPCB00885J_A9;2
CH_CPCAP05321A;GCM1555C1H101JA16D;0,0122;F2;CHSHWPCB00885J_A9;6
CH_CPCAP06107A;MT18N471J500CT;0,0457;F2;CHSHWPCB00885J_A9;8
CH_CPDIO00179A;BZX84-C16-QR;0,0062;F2;CHSHWPCB00885J_A9;1
CH_CPDIO00252A;MMBZ27VAL-7-F;0,1003;F2;CHSHWPCB00885J_A9;1
CH_CPDIO00262A;1N4148WS-7-F;0,0555;F2;CHSHWPCB00885J_A9;1
CH_CPDIO00323A;BZT52C6V2Q-7-F;0,0102;F2;CHSHWPCB00885J_A9;2
CH_CPDIO00324A;BZT52C16Q-7-F;0,0132;F2;CHSHWPCB00885J_A9;1
CH_CPDIO00414A;BAT54L,315;0,0146;F2;CHSHWPCB00885J_A9;6
CH_CPDIO00441A;PMEG4030EP-QX;0,1591;F2;CHSHWPCB00885J_A9;1
CH_CPDIO00489A;BZT52C24Q-7-F;0;F2;CHSHWPCB00885J_A9;2
CH_CPDIO00526A;BAT54SLT1G;0,0261;F2;CHSHWPCB00885J_A9;3
CH_CPFER00017A;BLM18AG102SH1D;0,0053;F2;CHSHWPCB00885J_A9;2
CH_CPFER00034A;BK1005HM241-TV;0,0082;F2;CHSHWPCB00885J_A9;2
CH_CPFER00047A;MMZ2012S121ATD25;0,0653;F2;CHSHWPCB00885J_A9;1
CH_CPFER00052A;BLM18BA100SH1;0,0021;F2;CHSHWPCB00885J_A9;2
CH_CPFER00542A;BLM18PG121SH1D;0,0033;F2;CHSHWPCB00885J_A9;20
CH_CPICS00345A;TPS79801QDGNRQ1;0,1501;F2;CHSHWPCB00885J_A9;1
CH_CPICS00960A;CS4245K-DQZR;0,6036;F2;CHSHWPCB00885J_A9;2
CH_CPICS01523A;TPS62590TDRVRQ1;0,8116;F2;CHSHWPCB00885J_A9;1
CH_CPICS01719A;MPQ8904DD-AEC1-LF-Z;1,6111;F2;CHSHWPCB00885J_A9;1
CH_CPICS02351A;TJA1021T/20/CM;0,6226;F2;CHSHWPCB00885J_A9;1
CH_CPICS02663A;OPA1662AIDGKRQ1;1,3092;F2;CHSHWPCB00885J_A9;1
CH_CPICS02664A;TPS1H200AQDGNRQ1;0,8688;F2;CHSHWPCB00885J_A9;1
CH_CPICS02835A;TL431AQDBVRQ1;0,2447;F2;CHSHWPCB00885J_A9;1
CH_CPICS02941A;INA2180A1QDGKRQ1;0,3695;F2;CHSHWPCB00885J_A9;1
CH_CPIND00637A;SRR4818A-2R2Y;0,2986;F2;CHSHWPCB00885J_A9;1
CH_CPPRO00018A;PESD2CAN,215;0,0456;F2;CHSHWPCB00885J_A9;2
CH_CPPRO00122A;B72510E0110K062;0,1632;F2;CHSHWPCB00885J_A9;4
CH_CPRES00001A;RC0402JR-070RL;0,0002;F2;CHSHWPCB00885J_A9;45
CH_CPRES00026A;RC0402JR-0710RL;0,0003;F2;CHSHWPCB00885J_A9;4
CH_CPRES00033A;RC0402JR-0720RL;0,0114;F2;CHSHWPCB00885J_A9;1
CH_CPRES00050A;RC0402JR-07100RL;0,0002;F2;CHSHWPCB00885J_A9;11
CH_CPRES00074A;RC0402JR-071KL;0,0002;F2;CHSHWPCB00885J_A9;9
CH_CPRES00090A;RC0402JR-074K7L;0,0002;F2;CHSHWPCB00885J_A9;35
CH_CPRES00098A;RC0402JR-0710KL;0,0002;F2;CHSHWPCB00885J_A9;35
CH_CPRES00114A;RC0402JR-0747KL;0,0002;F2;CHSHWPCB00885J_A9;5
CH_CPRES00122A;RC0402JR-07100KL;0,0002;F2;CHSHWPCB00885J_A9;9
CH_CPRES00138A;RC0402JR-07470KL;0,0002;F2;CHSHWPCB00885J_A9;2
CH_CPRES00146A;RC0402JR-071ML;0,0002;F2;CHSHWPCB00885J_A9;2
CH_CPRES00161A;RC0402JR-074M3L;0,0318;F2;CHSHWPCB00885J_A9;1
CH_CPRES00171A;RC0603JR-070RL;0,0006;F2;CHSHWPCB00885J_A9;3
CH_CPRES00220A;RC0603JR-07100RL;0,0006;F2;CHSHWPCB00885J_A9;4
CH_CPRES00244A;RC0603JR-071KL;0,0006;F2;CHSHWPCB00885J_A9;1
CH_CPRES00268A;RC0603JR-0710KL;0,0006;F2;CHSHWPCB00885J_A9;1
CH_CPRES00276A;RC0603JR-0722KL;0,0163;F2;CHSHWPCB00885J_A9;3
CH_CPRES00278A;RC0603JR-0727KL;0,0006;F2;CHSHWPCB00885J_A9;4
CH_CPRES00280A;RC0603JR-0733KL;0,0163;F2;CHSHWPCB00885J_A9;1
CH_CPRES00293A;RC0603JR-07110KL;0,0269;F2;CHSHWPCB00885J_A9;2
CH_CPRES00294A;RC0603JR-07120KL;0,0006;F2;CHSHWPCB00885J_A9;4
CH_CPRES00414A;RC0805JR-071KL;0,0228;F2;CHSHWPCB00885J_A9;2
CH_CPRES00454A;RC0805JR-0747KL;0,0228;F2;CHSHWPCB00885J_A9;1
CH_CPRES00478A;RC0805JR-07470KL;0,0204;F2;CHSHWPCB00885J_A9;1
CH_CPRES00511A;RC1206JR-070RL;0,0018;F2;CHSHWPCB00885J_A9;1
CH_CPRES00536A;RC1206JR-0710RL;0,0196;F2;CHSHWPCB00885J_A9;8
CH_CPRES00587A;RC1206JR-071K3L;0,0367;F2;CHSHWPCB00885J_A9;2
CH_CPRES00681A;RC0402FR-0710RL;0,0139;F2;CHSHWPCB00885J_A9;2
CH_CPRES00705A;RC0402FR-07100RL;0,009;F2;CHSHWPCB00885J_A9;3
CH_CPRES00721A;RC0402FR-07470RL;0,0114;F2;CHSHWPCB00885J_A9;1
CH_CPRES00731A;RC0402FR-071K2L;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES00735A;RC0402FR-071K8L;0,0114;F2;CHSHWPCB00885J_A9;1
CH_CPRES00745A;RC0402FR-074K7L;0,0003;F2;CHSHWPCB00885J_A9;2
CH_CPRES00746A;RC0402FR-075K1L;0,0003;F2;CHSHWPCB00885J_A9;2
CH_CPRES00747A;RC0402FR-075K6L;0,0114;F2;CHSHWPCB00885J_A9;4
CH_CPRES00750A;RC0402FR-077K5L;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES00752A;RC0402FR-079K1L;0,0114;F2;CHSHWPCB00885J_A9;2
CH_CPRES00753A;RC0402FR-0710KL;0,0003;F2;CHSHWPCB00885J_A9;16
CH_CPRES00757A;RC0402FR-0715KL;0,0003;F2;CHSHWPCB00885J_A9;2
CH_CPRES00763A;RC0402FR-0727KL;0,0122;F2;CHSHWPCB00885J_A9;1
CH_CPRES00765A;RC0402FR-0733KL;0,0003;F2;CHSHWPCB00885J_A9;4
CH_CPRES00769A;RC0402FR-0747KL;0,0003;F2;CHSHWPCB00885J_A9;11
CH_CPRES00774A;RC0402FR-0775KL;0,0114;F2;CHSHWPCB00885J_A9;1
CH_CPRES00777A;RC0402FR-07100KL;0,0003;F2;CHSHWPCB00885J_A9;7
CH_CPRES00779A;RC0402FR-07120KL;0,0098;F2;CHSHWPCB00885J_A9;4
CH_CPRES00784A;RC0402FR-07200KL;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES01035A;RC0805FR-07100KL;0,0204;F2;CHSHWPCB00885J_A9;4
CH_CPRES01087A;RC1206FR-0762RL;0,0024;F2;CHSHWPCB00885J_A9;2
CH_CPRES01092A;RC1206FR-07100RL;0,0196;F2;CHSHWPCB00885J_A9;4
CH_CPRES01116A;RC1206FR-071KL;0,044;F2;CHSHWPCB00885J_A9;1
CH_CPRES01140A;RC1206FR-0710KL;0,0359;F2;CHSHWPCB00885J_A9;1
CH_CPRES01147A;RC1206FR-0720KL;0,0269;F2;CHSHWPCB00885J_A9;3
CH_CPRES01225A;RC0402FR-0722R1L;0,0057;F2;CHSHWPCB00885J_A9;6
CH_CPRES01428A;RC0402FR-073K83L;0,0318;F2;CHSHWPCB00885J_A9;1
CH_CPRES01439A;RC0402FR-074K99L;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES01445A;RC0402FR-075K76L;0,022;F2;CHSHWPCB00885J_A9;1
CH_CPRES01467A;RC0402FR-0710K2L;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES01479A;RC0402FR-0714K3L;0,022;F2;CHSHWPCB00885J_A9;1
CH_CPRES01485A;RC0402FR-0716K9L;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES01511A;RC0402FR-0731K6L;0,0003;F2;CHSHWPCB00885J_A9;1
CH_CPRES01518A;RC0402FR-0737K4L;0,0171;F2;CHSHWPCB00885J_A9;1
CH_CPRES01535A;RC0402FR-0756K2L;0,0122;F2;CHSHWPCB00885J_A9;1
CH_CPRES01597A;RC0402FR-07280KL;0,0003;F2;CHSHWPCB00885J_A9;2
CH_CPRES02271A;RC0805FR-07665RL;0,0204;F2;CHSHWPCB00885J_A9;4
CH_CPRES05415A;RC1210JR-071KL;0,0579;F2;CHSHWPCB00885J_A9;1
CH_CPRES05431A;RC1210FR-0710RL;0,0408;F2;CHSHWPCB00885J_A9;4
CH_CPRES05436A;NCU15WB473E6SRC;0,0742;F2;CHSHWPCB00885J_A9;1
CH_CPRES05631A;AT0805BRD0715RL;0,2056;F2;CHSHWPCB00885J_A9;3
CH_CPRES05653A;WF06R2202BTLQ;0,0082;F2;CHSHWPCB00885J_A9;1
CH_CPRES05654A;WF06R4122BTLQ;0,0082;F2;CHSHWPCB00885J_A9;2
CH_CPRES05656A;WF06R1502BTLQ;0,0082;F2;CHSHWPCB00885J_A9;2
CH_CPRES05657A;WF06R2401BTLQ;0,0082;F2;CHSHWPCB00885J_A9;2
CH_CPRES05662A;WF12R4701BTLQ;0,0082;F2;CHSHWPCB00885J_A9;1
CH_CPRES05663A;WF06R1203BTLQ;0,0082;F2;CHSHWPCB00885J_A9;1
CH_CPRES05664A;WF06R3302BTLQ;0,0082;F2;CHSHWPCB00885J_A9;1
CH_CPTRT00183A;BC847BS-QX;0,0117;F2;CHSHWPCB00885J_A9;3
CH_CPTRT00204A;NVJD4158CT1G;0,0082;F2;CHSHWPCB00885J_A9;3
CH_CPTRT00243A;DMG2305UXQ;0,0759;F2;CHSHWPCB00885J_A9;4
CH_CPTRT00580A;BC857BW-7-F;0,0073;F2;CHSHWPCB00885J_A9;3
CH_CPTRT00652A;2N7002-7-F;0,0489;F2;CHSHWPCB00885J_A9;1
CH_CPTRT00654A;BC847BW-QX;0,0253;F2;CHSHWPCB00885J_A9;6
CLA_TLF_204_93AV;TAMURA SOLDER PASTE;66,9;F2;CHSHWPCB00885J_A9;0
CH_CPCAP01194A;EEEFK0J470UR;0,1183;F1;CHSHWPCB00885J_A9;4
CH_CPCAP01208A;EEEFK1C100R;0,1501;F1;CHSHWPCB00885J_A9;6
CH_CPCAP01235A;EEEFK1V470P;0,0908;F1;CHSHWPCB00885J_A9;1
CH_CPCAP01778A;GCM32ER71H475KA55L;0,1632;F1;CHSHWPCB00885J_A9;18
CH_CPCAP01782A;GCM32ER71C226ME19L;0,3051;F1;CHSHWPCB00885J_A9;10
CH_CPCAP01796A;GCM21BR71C475KA73L;0,0329;F1;CHSHWPCB00885J_A9;3
CH_CPCAP02204A;GCJ32ER71H475KA12L;0,5384;F1;CHSHWPCB00885J_A9;4
CH_CPCAP02704A;GCJ21BR71H224KA01L;0,1052;F1;CHSHWPCB00885J_A9;4
CH_CPCAP02705A;GCJ31MR72A224KA01;0,2586;F1;CHSHWPCB00885J_A9;1
CH_CPCAP02844A;GCM155R71H104KE02;0,0067;F1;CHSHWPCB00885J_A9;61
CH_CPCAP02845A;GCM155C71A105KE38;0,021;F1;CHSHWPCB00885J_A9;4
CH_CPCAP02847A;GCM1555C1H102JA16;0;F1;CHSHWPCB00885J_A9;1
CH_CPCAP02848A;GCM21BR71A106KE22;0,0908;F1;CHSHWPCB00885J_A9;3
CH_CPCAP02851A;GCM21BR71H105KA03;0,0672;F1;CHSHWPCB00885J_A9;5
CH_CPCAP02852A;GCM31CC71E106KA03;0,2692;F1;CHSHWPCB00885J_A9;1
CH_CPCAP02862A;GCM1555C1H360GA16D;0,0245;F1;CHSHWPCB00885J_A9;1
CH_CPCAP02863A;GCJ31CR71H225KA12;0,1632;F1;CHSHWPCB00885J_A9;4
CH_CPCAP02866A;GCM32EC71H106KA03L;0,4976;F1;CHSHWPCB00885J_A9;1
CH_CPCAP03036A;EEEFT1H331AP;0,4813;F1;CHSHWPCB00885J_A9;2
CH_CPCAP03076A;CGA6P3X7R1H335K250AB;0,1238;F1;CHSHWPCB00885J_A9;8
CH_CPCAP03285A;CGA3E2C0G1H182JT;0,075;F1;CHSHWPCB00885J_A9;4
CH_CPCAP03483A;GCM155R71H471KA37D;0,0098;F1;CHSHWPCB00885J_A9;1
CH_CPCAP03487A;GCM155R71H222KA37D;0,009;F1;CHSHWPCB00885J_A9;10
CH_CPCAP03489A;GCM155R71H472KA37D;0,0122;F1;CHSHWPCB00885J_A9;1
CH_CPCAP03491A;GCM155R71H103KA55D;0,0041;F1;CHSHWPCB00885J_A9;16
CH_CPCAP03497A;GCM155R71E333KA55D;0,0506;F1;CHSHWPCB00885J_A9;1
CH_CPCAP03502A;GCM155R71C104KA55D;0,002;F1;CHSHWPCB00885J_A9;7
CH_CPCAP03517A;GCM188R71H224KA64D;0,0489;F1;CHSHWPCB00885J_A9;2
CH_CPCAP03528A;GCM188R71C474KA55D;0,0489;F1;CHSHWPCB00885J_A9;6
CH_CPCAP03530A;GCM188R71C105KA64D;0,0293;F1;CHSHWPCB00885J_A9;5
CH_CPCAP03547A;GCM21BR71E225KA73L;0,1917;F1;CHSHWPCB00885J_A9;3
CH_CPCAP03560A;GCM31CR71C106KA64L;0,0264;F1;CHSHWPCB00885J_A9;11
CH_CPCAP05309A;GCM1555C1H100JA16D;0,0114;F1;CHSHWPCB00885J_A9;6
CH_CPCAP05310A;GCM1555C1H120JA16D;0,0196;F1;CHSHWPCB00885J_A9;3
CH_CPCAP05315A;GCM1555C1H330JA16D;0,022;F1;CHSHWPCB00885J_A9;5
CH_CPCAP05319A;GCM1555C1H680JA16D;0,0253;F1;CHSHWPCB00885J_A9;1
CH_CPCON00225A;59S22B-40MT5_C;0;F1;CHSHWPCB00885J_A9;1
CH_CPCON01923A;2305987-1;0,4903;F1;CHSHWPCB00885J_A9;1
CH_CPCON01951A;800-03001-05AD;0,2871;F1;CHSHWPCB00885J_A9;1
CH_CPCON01977A;1511873098;1,4004;F1;CHSHWPCB00885J_A9;1
CH_CPCON02055A;2305987-2;0,4903;F1;CHSHWPCB00885J_A9;1
CH_CPDIO00288A;S1D-13-F;0,0128;F1;CHSHWPCB00885J_A9;2
CH_CPDIO00306A;3.0SMCJ28A-13;0,5686;F1;CHSHWPCB00885J_A9;1
CH_CPDIO00324A;BZT52C16Q-7-F;0,0132;F1;CHSHWPCB00885J_A9;2
CH_CPDIO00414A;BAT54L,315;0,0146;F1;CHSHWPCB00885J_A9;8
CH_CPDIO00475A;SZ1SMB30CAT3G;0,319;F1;CHSHWPCB00885J_A9;1
CH_CPDIO00481A;SBAV70LT;0,0791;F1;CHSHWPCB00885J_A9;1
CH_CPDIO00483A;BZT52C3V3LP;0,1452;F1;CHSHWPCB00885J_A9;2
CH_CPDIO00506A;BZT52C5V6TQ-7-F;0,0001;F1;CHSHWPCB00885J_A9;2
CH_CPDIO00525A;BZT52C18TQ;0,0702;F1;CHSHWPCB00885J_A9;1
CH_CPDIO00526A;BAT54SLT1G;0,0261;F1;CHSHWPCB00885J_A9;1
CH_CPFER00017A;BLM18AG102SH1D;0,0053;F1;CHSHWPCB00885J_A9;1
CH_CPFER00027A;BLM18AG601SH1D;0,0053;F1;CHSHWPCB00885J_A9;1
CH_CPFER00034A;BK1005HM241-TV;0,0082;F1;CHSHWPCB00885J_A9;3
CH_CPFER00046A;BLM15AG102SZ1D;0,0228;F1;CHSHWPCB00885J_A9;1
CH_CPFER00542A;BLM18PG121SH1D;0,0033;F1;CHSHWPCB00885J_A9;7
CH_CPFLT00087A;B39162B4353P810;0,1024;F1;CHSHWPCB00885J_A9;1
CH_CPICS00243A;PCA8565TS/1;0,8851;F1;CHSHWPCB00885J_A9;1
CH_CPICS00345A;TPS79801QDGNRQ1;0,1501;F1;CHSHWPCB00885J_A9;1
CH_CPICS00414A;TLV431AE5TA;0,0641;F1;CHSHWPCB00885J_A9;1
CH_CPICS00455A;TLV2371QDBVRQ1;0,1958;F1;CHSHWPCB00885J_A9;1
CH_CPICS01738A;MPQ2013AGQ-AEC1-Z;1,0384;F1;CHSHWPCB00885J_A9;1
CH_CPICS01996A;NCV47711PDAJR2G;0,48;F1;CHSHWPCB00885J_A9;1
CH_CPICS02094A;MPQ4423HGQ-AEC1-Z;0,3018;F1;CHSHWPCB00885J_A9;3
CH_CPICS02147A;TPS4H160BQPWPRQ1;1,4177;F1;CHSHWPCB00885J_A9;2
CH_CPICS02547A;MPM3515GQVE-AEC1-Z;3,7768;F1;CHSHWPCB00885J_A9;1
CH_CPICS02553A;FDA801-VYT;7,0071;F1;CHSHWPCB00885J_A9;1
CH_CPICS02556A;TAS2505TRGERQ1;1,1135;F1;CHSHWPCB00885J_A9;1
CH_CPICS02580A;TJA1043TK;0,8239;F1;CHSHWPCB00885J_A9;2
CH_CPICS02582A;NEO-M8L-03A;5,9734;F1;CHSHWPCB00885J_A9;1
CH_CPICS02616A;R7F7016483AFP#BA1;4,2989;F1;CHSHWPCB00885J_A9;1
CH_CPICS02659A;88Q5050-B0-LKJ2A000;4,3641;F1;CHSHWPCB00885J_A9;1
CH_CPICS02693A;W25Q32JVSSBQ;0;F1;CHSHWPCB00885J_A9;2
CH_CPICS02907A;TLS850B0TBV33ATM;0,6607;F1;CHSHWPCB00885J_A9;1
CH_CPICS02939A;TPS386000QRGPRQ1;1,66;F1;CHSHWPCB00885J_A9;1
CH_CPICS02941A;INA2180A1QDGKRQ1;0,3695;F1;CHSHWPCB00885J_A9;1
CH_CPICS02950A;LM2903AVQDRQ1;0,2692;F1;CHSHWPCB00885J_A9;1
CH_CPICS02958A;INA180A2QDBVRQ1;0,0082;F1;CHSHWPCB00885J_A9;1
CH_CPIND00194A;P-CWR4027C-101M-RD;0,2447;F1;CHSHWPCB00885J_A9;1
CH_CPIND00340A;LQG15HZ47NJ02D;0,0604;F1;CHSHWPCB00885J_A9;3
CH_CPIND00347A;DLW43SH510XK2L;0,1452;F1;CHSHWPCB00885J_A9;2
CH_CPIND00353A;XAL5050-103MEC;1,2562;F1;CHSHWPCB00885J_A9;4
CH_CPIND00482A;XAL6060-103MEC;1,1094;F1;CHSHWPCB00885J_A9;8
CH_CPIND00643A;XAL1010-103ME;3,891;F1;CHSHWPCB00885J_A9;1
CH_CPIND01074A;ACT1210L-201-2P-TL00;0,7913;F1;CHSHWPCB00885J_A9;4
CH_CPIND01202A;SRR4818A-150M;0,3426;F1;CHSHWPCB00885J_A9;2
CH_CPPRO00036A;EOL_ESD9L5.0ST5G;0,0234;F1;CHSHWPCB00885J_A9;1
CH_CPPRO00109A;AVRH10C101KT4R7FA8;0,0457;F1;CHSHWPCB00885J_A9;8
CH_CPRES00001A;RC0402JR-070RL;0,0002;F1;CHSHWPCB00885J_A9;32
CH_CPRES00019A;RC0402JR-075R1L;0,0228;F1;CHSHWPCB00885J_A9;2
CH_CPRES00026A;RC0402JR-0710RL;0,0003;F1;CHSHWPCB00885J_A9;1
CH_CPRES00033A;RC0402JR-0720RL;0,0114;F1;CHSHWPCB00885J_A9;2
CH_CPRES00050A;RC0402JR-07100RL;0,0002;F1;CHSHWPCB00885J_A9;11
CH_CPRES00074A;RC0402JR-071KL;0,0002;F1;CHSHWPCB00885J_A9;5
CH_CPRES00090A;RC0402JR-074K7L;0,0002;F1;CHSHWPCB00885J_A9;27
CH_CPRES00095A;RC0402JR-077K5L;0,0318;F1;CHSHWPCB00885J_A9;1
CH_CPRES00098A;RC0402JR-0710KL;0,0002;F1;CHSHWPCB00885J_A9;38
CH_CPRES00106A;RC0402JR-0722KL;0,0002;F1;CHSHWPCB00885J_A9;2
CH_CPRES00114A;RC0402JR-0747KL;0,0002;F1;CHSHWPCB00885J_A9;3
CH_CPRES00122A;RC0402JR-07100KL;0,0002;F1;CHSHWPCB00885J_A9;6
CH_CPRES00138A;RC0402JR-07470KL;0,0002;F1;CHSHWPCB00885J_A9;2
CH_CPRES00171A;RC0603JR-070RL;0,0006;F1;CHSHWPCB00885J_A9;2
CH_CPRES00212A;RC0603JR-0747RL;0,0006;F1;CHSHWPCB00885J_A9;1
CH_CPRES00230A;RC0603JR-07270RL;0,0006;F1;CHSHWPCB00885J_A9;1
CH_CPRES00244A;RC0603JR-071KL;0,0006;F1;CHSHWPCB00885J_A9;1
CH_CPRES00268A;RC0603JR-0710KL;0,0006;F1;CHSHWPCB00885J_A9;1
CH_CPRES00358A;RC0805JR-074R7L;0,0014;F1;CHSHWPCB00885J_A9;1
CH_CPRES00729A;RC0402FR-071KL;0,0003;F1;CHSHWPCB00885J_A9;10
CH_CPRES00733A;RC0402FR-071K5L;0,0114;F1;CHSHWPCB00885J_A9;1
CH_CPRES00736A;RC0402FR-072KL;0,0114;F1;CHSHWPCB00885J_A9;2
CH_CPRES00737A;RC0402FR-072K2L;0,0003;F1;CHSHWPCB00885J_A9;2
CH_CPRES00741A;RC0402FR-073K3L;0,0122;F1;CHSHWPCB00885J_A9;1
CH_CPRES00745A;RC0402FR-074K7L;0,0003;F1;CHSHWPCB00885J_A9;1
CH_CPRES00753A;RC0402FR-0710KL;0,0003;F1;CHSHWPCB00885J_A9;4
CH_CPRES00755A;RC0402FR-0712KL;0,0003;F1;CHSHWPCB00885J_A9;1
CH_CPRES00761A;RC0402FR-0722KL;0,0114;F1;CHSHWPCB00885J_A9;1
CH_CPRES00765A;RC0402FR-0733KL;0,0003;F1;CHSHWPCB00885J_A9;1
CH_CPRES00769A;RC0402FR-0747KL;0,0003;F1;CHSHWPCB00885J_A9;8
CH_CPRES00770A;RC0402FR-0751KL;0,0082;F1;CHSHWPCB00885J_A9;4
CH_CPRES00774A;RC0402FR-0775KL;0,0114;F1;CHSHWPCB00885J_A9;1
CH_CPRES00777A;RC0402FR-07100KL;0,0003;F1;CHSHWPCB00885J_A9;9
CH_CPRES00779A;RC0402FR-07120KL;0,0098;F1;CHSHWPCB00885J_A9;3
CH_CPRES00785A;RC0402FR-07220KL;0,0318;F1;CHSHWPCB00885J_A9;1
CH_CPRES01087A;RC1206FR-0762RL;0,0024;F1;CHSHWPCB00885J_A9;2
CH_CPRES01147A;RC1206FR-0720KL;0,0269;F1;CHSHWPCB00885J_A9;1
CH_CPRES01225A;RC0402FR-0722R1L;0,0057;F1;CHSHWPCB00885J_A9;12
CH_CPRES01445A;RC0402FR-075K76L;0,022;F1;CHSHWPCB00885J_A9;1
CH_CPRES01448A;RC0402FR-076K19L;0,0003;F1;CHSHWPCB00885J_A9;3
CH_CPRES01456A;RC0402FR-077K68L;0,0318;F1;CHSHWPCB00885J_A9;1
CH_CPRES01463A;RC0402FR-079K09L;0,0343;F1;CHSHWPCB00885J_A9;1
CH_CPRES01471A;AC0402FR-0711K5L;0,0001;F1;CHSHWPCB00885J_A9;1
CH_CPRES01483A;RC0402FR-0716K2L;0,022;F1;CHSHWPCB00885J_A9;2
CH_CPRES01522A;RC0402FR-0741K2L;0,0122;F1;CHSHWPCB00885J_A9;2
CH_CPRES01542A;RC0402FR-0766K5L;0,022;F1;CHSHWPCB00885J_A9;2
CH_CPRES01598A;AC0402FR-07287KL;0,0001;F1;CHSHWPCB00885J_A9;1
CH_CPRES02709A;RC1206FR-07442RL;0,0343;F1;CHSHWPCB00885J_A9;2
CH_CPRES05431A;RC1210FR-0710RL;0,0408;F1;CHSHWPCB00885J_A9;4
CH_CPRES05624A;RL1206FR-070R12L;0,0963;F1;CHSHWPCB00885J_A9;1
CH_CPRES05631A;AT0805BRD0715RL;0,2056;F1;CHSHWPCB00885J_A9;1
CH_CPRES05653A;WF06R2202BTLQ;0,0082;F1;CHSHWPCB00885J_A9;1
CH_CPRES05655A;WF06R1302BTLQ;0,0082;F1;CHSHWPCB00885J_A9;2
CH_CPRES05658A;WF06R6191BTLQ;0,0082;F1;CHSHWPCB00885J_A9;1
